MARKET,TYPE,BRAND,MODEL,Sage Code,DESCRIPTION,SAMSUNG CODE,Color / SIM
WHOLE SALE,MOBILE,SAM Lat,A042 Galaxy A04e 3+32GB,A042-SM-CP32DL,SM-A042MZCDTPA (Galaxy A04e) COPPER 3+32GB DS LATIN,SM-A042MZCDTPA,copper
WHOLE SALE,MOBILE,SAM Lat,A042 Galaxy A04e 4+128GB,A042-SM-BL128DL,SM-A042MLBKTPA (Galaxy A04e) BLUE 4+128GB DS LATIN,SM-A042MLBKTPA,Blue
WHOLE SALE,MOBILE,SAM Lat,A042 Galaxy A04e 4+128GB,A042-SM-CP128DL,SM-A042MZCKTPA (Galaxy A04e) COPPER 4+128GB DS LATIN,SM-A042MZCKTPA,Copper
WHOLE SALE,MOBILE,SAM Lat,A042 Galaxy A04e 4+128GB,A042-SM-BK128DL,SM-A042MZKKTPA (Galaxy A04e) Black 4+128GB DS LATIN,SM-A042MZKKTPA,Black
WHOLE SALE,MOBILE,SAM Lat,Tab A7 Lite T225N LTE 3+32GB,T225-SM-SL32,SM-T225NZSATPA (Tab A7 Lite T225) LTE 3+32GB SILVER,SM-T225NZSATPA,Silver
WHOLE SALE,MOBILE,SAM Lat,A047 Galaxy A04s 4+128GB,A047-SM-BK128DL,SM-A047MZKHTPA (Galaxy A04s) Black 4+128GB DS LATIN,SM-A047MZKHTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A047 Galaxy A04s 4+64GB,A047-SM-BK64DL,SM-A047MZKGTPA (Galaxy A04s) Black 4+64GB DS LATIN,SM-A047MZKGTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A047 Galaxy A04s 4+128GB,A047-SM-GN128DL,SM-A047MZGHTPA (Galaxy A04s) Green 4+128GB DS LATIN,SM-A047MZGHTPA,Green
WHOLE SALE,MOBILE,SAM Lat,A047 Galaxy A04s 4+64GB,A047-SM-GN64DL,SM-A047MZGGTPA (Galaxy A04s) Green 4+64GB DS LATIN,SM-A047MZGGTPA,Green
WHOLE SALE,MOBILE,SAM Lat,A047 Galaxy A04s 4+128GB,A047-SM-WT128DL,SM-A047MZWHTPA (Galaxy A04s) White 4+128GB DS LATIN,SM-A047MZWHTPA,White
WHOLE SALE,MOBILE,SAM Lat,A047 Galaxy A04s 4+64GB,A047-SM-WT64DL,SM-A047MZWGTPA (Galaxy A04s) White 4+64GB DS LATIN,SM-A047MZWGTPA,White
WHOLE SALE,MOBILE,SAM Lat,A045 Galaxy A04 4+128GB,A045-SM-BK128DL,SM-A045MZKHTPA (Galaxy A04) Black 4+128GB DS LATIN,SM-A045MZKHTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A045 Galaxy A04 4+64GB,A045-SM-BK64DL,SM-A045MZKGTPA (Galaxy A04) Black 4+64GB DS LATIN,SM-A045MZKGTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A045 Galaxy A04 4+128GB,A045-SM-GN128DL,SM-A045MZGHTPA (Galaxy A04) Green 4+128GB DS LATIN,SM-A045MZGHTPA,Green
WHOLE SALE,MOBILE,SAM Lat,A045 Galaxy A04 4+64GB,A045-SM-GN64DL,SM-A045MZGGTPA (Galaxy A04) Green 4+64GB DS LATIN,SM-A045MZGGTPA,Green
WHOLE SALE,MOBILE,SAM Lat,A045 Galaxy A04 4+128GB,A045-SM-WT128DL,SM-A045MZWHTPA (Galaxy A04) White 4+128GB DS LATIN,SM-A045MZWHTPA,White
WHOLE SALE,MOBILE,SAM Lat,A045 Galaxy A04 4+64GB,A045-SM-WT64DL,SM-A045MZWGTPA (Galaxy A04) White 4+64GB DS LATIN,SM-A045MZWGTPA,White
WHOLE SALE,MOBILE,SAM Lat,S911 (S23) 8+128GB,S911-SM-BG128DL,SM-S911BZEJTPA (S23) BEIGE DS 8+128 GB TPA,SM-S911BZEJTPA,Beige
WHOLE SALE,MOBILE,SAM Lat,S911 (S23) 8+256GB,S911-SM-BG256DL,SM-S911BZEKTPA (S23) BEIGE DS 8+256 GB TPA,SM-S911BZEKTPA,Beige
WHOLE SALE,MOBILE,SAM Lat,S911 (S23) 8+128GB,S911-SM-BK128DL,SM-S911BZKJTPA (S23) BLACK DS 8+128 GB TPA,SM-S911BZKJTPA,Black
WHOLE SALE,MOBILE,SAM Lat,S911 (S23) 8+256GB,S911-SM-BK256DL,SM-S911BZKKTPA (S23) BLACK DS 8+256 GB TPA,SM-S911BZKKTPA,Black
WHOLE SALE,MOBILE,SAM Lat,S911 (S23) 8+128GB,S911-SM-GN128DL,SM-S911BZGJTPA (S23) GREEN DS 8+128 GB TPA,SM-S911BZGJTPA,Green
WHOLE SALE,MOBILE,SAM Lat,S911 (S23) 8+256GB,S911-SM-GN256DL,SM-S911BZGKTPA (S23) GREEN DS 8+256 GB TPA,SM-S911BZGKTPA,Green
WHOLE SALE,MOBILE,SAM Lat,S911 (S23) 8+128GB,S911-SM-PK128DL,SM-S911BLIJTPA (S23) Pink DS 8+128 GB TPA,SM-S911BLIJTPA,pink
WHOLE SALE,MOBILE,SAM Lat,S911 (S23) 8+256GB,S911-SM-PK256DL,SM-S911BLIKTPA (S23) PINK DS 8+256 GB TPA,SM-S911BLIKTPA,pink
WHOLE SALE,MOBILE,SAM Lat,S916 (S23+) 8+256GB,S916-SM-CR256DL,SM-S916BZEJTPA (S23+) Cream DS 8+256 GB TPA,SM-S916BZEJTPA,cream
WHOLE SALE,MOBILE,SAM Lat,S916 (S23+) 8+256GB,S916-SM-BK256DL,SM-S916BZKJTPA (S23+) BLACK DS 8+256 GB TPA,SM-S916BZKJTPA,Black
WHOLE SALE,MOBILE,SAM Lat,S916 (S23+) 8+256GB,S916-SM-GN256DL,SM-S916BZGJTPA (S23+) GREEN DS 8+256 GB TPA,SM-S916BZGJTPA,Green
WHOLE SALE,MOBILE,SAM Lat,S916 (S23+) 8+256GB,S916-SM-PK256DL,SM-S916BLIJTPA (S23+) PINK DS 8+256 GB TPA,SM-S916BLIJTPA,pink
WHOLE SALE,MOBILE,SAM Lat,S918 (S23 ultra) 8+256GB,S918-SM-BG256DL,SM-S918BZEJTPA (S23 ULTRA) BEIGE DS 8+256 GB TPA,SM-S918BZEJTPA,beige
WHOLE SALE,MOBILE,SAM Lat,S918 (S23 ultra) 8+256GB,S918-SM-BK256DL,SM-S918BZKJTPA (S23 ULTRA) BLACK DS 8+256 GB TPA,SM-S918BZKJTPA,Black
B2B,MOBILE,SAM Lat,S918 (S23 ultra) 8+256GB TTA,S918-SM-BK256TT,SM-S918UZKATTA (S23 ultra ) Black 256GB TTA,SM-S918UZKATTA,Black
WHOLE SALE,MOBILE,SAM Lat,S918 (S23 ultra) 8+256GB,S918-SM-GN256DL,SM-S918BZGJTPA (S23 ULTRA) GREEN DS 8+256 GB TPA,SM-S918BZGJTPA,Green
WHOLE SALE,MOBILE,SAM Lat,S918 (S23 ultra) 8+256GB,S918-SM-PK256DL,SM-S918BLIJTPA (S23 ULTRA) PINK DS 8+256 GB TPA,SM-S918BLIJTPA,Pink
B2B,MOBILE,SAM Lat,S911 (S23) 8+128GB TTA,S911-SM-BK128TT,SM-S911UZKATTA (S23 ) Black 128 GB TTA,SM-S911UZKATTA,Black
WHOLE SALE,MOBILE,SAM Lat,S916 (S23+) 8+512GB,S916-SM-BK512DL,SM-S916BZKKTPA (S23+) BLACK DS 8+512 GB TPA,SM-S916BZKKTPA,Black
WHOLE SALE,MOBILE,SAM Lat,S918 (S23 ultra) 12+512GB,S918-SM-BK512DL,SM-S918BZKUTPA (S23 ULTRA) BLACK DS 12+512 GB TPA,SM-S918BZKUTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A236 (A23 5G) 4+128GB,A236-SM-BK128DL,SM-A236MZKGTPA (A23 5G) Black 128GB DS LATIN,SM-A236MZKGTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A236 (A23 5G) 4+128GB,A236-SM-BL128DL,SM-A236MLBGTPA (A23 5G) Light Blue 128GB DS LATIN,SM-A236MLBGTPA,Blue
WHOLE SALE,MOBILE,SAM Lat,A236 (A23 5G) 4+128GB,A236-SM-WT128DL,SM-A236MZWGTPA (A23 5G) White 128GB DS LATIN,SM-A236MZWGTPA,White
WHOLE SALE,MOBILE,SAM Lat,A145 (Galaxy A14) 4+128GB,A145-SM-BK128DL,SM-A145MZKGTPA (Galaxy A14) Black 4+128GB DS LATIN,SM-A145MZKGTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A145 (Galaxy A14) 4+128GB,A145-SM-SL128DL,SM-A145MZSGTPA (Galaxy A14) Silver 4+128GB DS LATIN,SM-A145MZSGTPA,Silver
WHOLE SALE,MOBILE,SAM Lat,A145 (Galaxy A14) 4+128GB,A145-SM-GN128DL,SM-A145MLGGTPA (Galaxy A14) Green 4+128GB DS LATIN,SM-A145MLGGTPA,Green
WHOLE SALE,MOBILE,SAM Lat,A346M (A34 5G) 6+128GB,A346-SM-GN128DL,SM-A346MLGATPA (A34 5G) GREEN 6+128GB DS LATIN,SM-A346MLGATPA,Green
WHOLE SALE,MOBILE,SAM Lat,A346M (A34 5G) 6+128GB,A346-SM-BK128DL,SM-A346MZKATPA (A34 5G) BLACK 6+128GB DS LATIN,SM-A346MZKATPA,Black
WHOLE SALE,MOBILE,SAM Lat,A346M (A34 5G) 6+128GB,A346-SM-SL128DL,SM-A346MZSATPA (A34 5G) SILVER 6+128GB DS LATIN,SM-A346MZSATPA,Silver
WHOLE SALE,MOBILE,SAM Lat,A546E (A54 5G)6+128GB,A546-SM-GN128DL,SM-A546ELGATPA (A54 5G) GREEN 6+128GB DS LATIN,SM-A546ELGATPA,Green
WHOLE SALE,MOBILE,SAM Lat,A546E (A54 5G)6+128GB,A546-SM-VL128DL,SM-A546ELVATPA (A54 5G) VIOLET 6+128GB DS LATIN,SM-A546ELVATPA,Volet
WHOLE SALE,MOBILE,SAM Lat,A546E (A54 5G)6+128GB,A546-SM-BK128DL,SM-A546EZKATPA (A54 5G) BLACK 6+128GB DS LATIN,SM-A546EZKATPA,Black
WHOLE SALE,MOBILE,SAM Lat,A546E (A54 5G)6+128GB,A546-SM-WT128DL,SM-A546EZWATPA (A54 5G) WHITE 6+128GB DS LATIN,SM-A546EZWATPA,White
WHOLE SALE,TABLET,SAM Lat,Tab A7 Lite T220N WIFI 3+32GB,T220-SM-SIL32,SM-T220NZSATPA (Tab A7 Lite T220) WIFI  3+32GB silver,SM-T220NZSATPA,SILVER
ACCESSORY,CASE,SAM Lat,Galaxy A54 5G CASE,A546-S-BK128CAS,EF-XA546CBEGWW Galaxy A54 5G 128GB BLACK CASE,EF-XA546CBEGWW,Black
ACCESSORY,CASE,SAM Lat,Galaxy A54 5G CASE,A546-S-WT128CAS,EF-XA546CWEGWW Galaxy A54 5G 128GB WHITE CASE,EF-XA546CWEGWW,White
ACCESSORY,CASE,SAM Lat,Galaxy A34 5G 128GB CASE,A346-S-LM128CAS,EF-OA346TGEGWW Galaxy A34 5G 128GB Lime CASE,EF-OA346TGEGWW,Lime
ACCESSORY,CASE,SAM Lat,Galaxy A34 5G 128GB CASE,A346-SM-128CASE,EF-QA346CTEGWW Galaxy A34 5G 128GB Transparent CASE,EF-QA346CTEGWW,Transparent
ACCESSORY,CASE,SAM Lat,Galaxy A34 5G 128GB CASE,A346-S-BK128CAS,EF-OA346TBEGWW Galaxy A34 5G 128GB BLACK CASE,EF-OA346TBEGWW,Black
WHOLE SALE,MOBILE,SAM Lat,A546E (A54 5G) 8+256GB,A546-SM-WT256DL,SM-A546EZWDTPA (A54 5G) WHITE 8+256GB DS LATIN,SM-A546EZWDTPA,White
WHOLE SALE,MOBILE,SAM Lat,A546E (A54 5G) 8+256GB,A546-SM-BK256DL,SM-A546EZKDTPA (A54 5G) BLACK 8+256GB DS LATIN,SM-A546EZKDTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A346M (A34 5G) 8+256GB,A346-SM-BK256DL,SM-A346MZKETPA (A34 5G) BLACK 8+256GB DS LATIN,SM-A346MZKETPA,Black
WHOLE SALE,MOBILE,SAM Lat,A346M (A34 5G) 8+256GB,A346-SM-SL256DL,SM-A346MZSETPA (A34 5G) SILVER 8+256GB DS LATIN,SM-A346MZSETPA,SILVER
ACCESSORY,Adaptor,SAM Lat,Galaxy A34 5G 256GB Black Travel Adaptor,A346-S-BK256TRA,EF-XA546CBEGWW Galaxy A54 5G 128GB BLACK CASE,EP-TA800NBEGMX,Black
ACCESSORY,CASE,SAM Lat,Galaxy A54 5G CASE,A546-SM-128CASE,EF-QA546CTEGWW Galaxy A54 5G 128GB Transparent CASE,EF-QA546CTEGWW,Transparent
B2B,TABLET,SAM Lat,Tab A7 Lite T225N LTE 3+32GB B2B,T225-SM-GR32B2B,SM-T225NZAATPA (Tab A7 Lite T225) LTE 3+32GB Gray B2B,SM-T225NZAATPAB2B,Gray
WHOLE SALE,MOBILE,SAM Lat,A146M (Galaxy A14 5G) 4+128GB,A146-SM-BK128DL,SM-A146MZKGTPA (Galaxy A14 5G) Black 4+128GB DS LATIN,SM-A146MZKGTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A146M (Galaxy A14 5G) 4+128GB,A146-SM-GN128DL,SM-A146MLGGTPA (Galaxy A14 5G) Green 4+128GB DS LATIN,SM-A146MLGGTPA,Green
WHOLE SALE,MOBILE,SAM Lat,A146M (Galaxy A14 5G) 4+128GB,A146-SM-SL128DL,SM-A146MZSGTPA (Galaxy A14 5G) Silver 4+128GB DS LATIN,SM-A146MZSGTPA,Silver
WHOLE SALE,MOBILE,SAM Lat,A245M (Galaxy A24) 4+128GB,A245-SM-GN128DL,SM-A245MLGUTPA (Galaxy A24) Green 4+128GB DS LATIN,SM-A245MLGUTPA,Green
WHOLE SALE,MOBILE,SAM Lat,A245M (Galaxy A24) 4+128GB,A245-SM-BK128DL,SM-A245MZKUTPA (Galaxy A24) Black 4+128GB DS LATIN,SM-A245MZKUTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A245M (Galaxy A24) 4+128GB,A245-SM-SL128DL,SM-A245MZSUTPA (Galaxy A24) Silver 4+128GB DS LATIN,SM-A245MZSUTPA,Silver
ACCESSORY,ACCESSORY,SAM Lat,Galaxy Buds2 Pro R510,R510-S-BUDS2PGR,SM-R510NZAALTA Galaxy Buds2 Pro Gray,SM-R510NZAALTA,Gray
ACCESSORY,ACCESSORY,SAM Lat,Galaxy Buds2 Pro R510,R510-S-BUDS2PPR,SM-R510NLVALTA Galaxy Buds2 Pro PURPLE,SM-R510NLVALTA,Purple
WHOLE SALE,MOBILE,SAM Lat,S918 (S23 ultra) 12+256GB,S918-SGN12-256D,SM-S918BZGKTPA (S23 ULTRA) Green DS 12+256 GB TPA,SM-S918BZGKTPA,Green
ACCESSORY,ACCESSORY,SAM Lat,GALAXY BUDS LIVE R180,R180-S-BRBUDLIV,SM-R180NZNALTA BUDS LIVE BROWN,SM-R180NZNALTA,Brown
WHOLE SALE,MOBILE,SAM Lat,A546E (A54 5G)8+128GB,A546-SVL8-128DL,SM-A546ELVCTPA (A54 5G) VIOLET 8+128GB DS LATIN,SM-A546ELVCTPA,VIOLET
WHOLE SALE,MOBILE,SAM Lat,A546E (A54 5G)8+128GB,A546-SBK8-128DL,SM-A546EZKCTPA (A54 5G) Black 8+128GB DS LATIN,SM-A546EZKCTPA,Black
ACCESSORY,ACCESSORY,SAM Lat,GALAXY BUDS LIVE R180,R180-S-WTBUDLIV,SM-R180NZWALTA BUDS LIVE WHITE,SM-R180NZWALTA,White
WHOLE SALE,MOBILE,SAM Lat,S918 (S23 ultra) 12+512GB,S918-SM-GN512DL,SM-S918BZGUTPA (S23 ULTRA) GREEN DS 12+512 GB TPA,SM-S918BZGUTPA,Green
ACCESSORY,ACCESSORY,SAM Lat,GALAXY BUDS LIVE R180,R180-S-RDBUDLIV,SM-R180NZRALTA BUDS LIVE RED,SM-R180NZRALTA,Red
WHOLE SALE,MOBILE,SAM Lat,A042 (Galaxy A04e) 3+64GB,A042-SM-BK64DL,SM-A042MZKHTPA (Galaxy A04e) BLACK 3+64GB DS LATIN,SM-A042MZKHTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A042 (Galaxy A04e) 3+64GB,A042-SM-BL64DL,SM-A042MLBHTPA (Galaxy A04e) BLUE 3+64GB DS LATIN,SM-A042MLBHTPA,Blue
B2B,MOBILE,SAM Lat,Tab A7 Lite T225N LTE 3+32GB B2B,T225-SM-SL32B2B,SM-T225NZSATPA (Tab A7 Lite T225) LTE 3+32GB SILVER B2B,SM-T225NZSATPAB2B,Silver
WHOLE SALE,MOBILE,SAM Lat,A546E (A54 5G)8+128GB,A546-SGN8-128DL,SM-A546ELGCTPA (A54 5G) Green 8+128GB DS LATIN,SM-A546ELGCTPA,Green
B2B,MOBILE,SAM Lat,A042 Galaxy A04e 3+32GB B2B,A042-SM-BK32B2B,SM-A042MZKDTPA (Galaxy A04e) BLACK 3+32GB DS LATIN B2B,SM-A042MZKDTPAB2B,Black
WHOLE SALE,MOBILE,SAM Lat,S918 (S23 ultra) 12+256GB,S918-SBK12-256D,SM-S918BZKKTPA (S23 ULTRA) BLACK DS 12+256 GB TPA,SM-S918BZKKTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A042 (Galaxy A04e) 3+64GB,A042-SM-CP64DL,SM-A042MZCHTPA (Galaxy A04e) COPPER 3+64GB DS LATIN,SM-A042MZCHTPA,Copper
WHOLE SALE,MOBILE,SAM Lat,A546E (A54 5G)8+128GB,A546-SWT8-128DL,SM-A546EZWCTPA (A54 5G) White 8+128GB DS LATIN,SM-A546EZWCTPA,White
WHOLE SALE,MOBILE,SAM Lat,S918 (S23 ultra) 12+256GB,S918-SCR12-256D,SM-S918BZEKTPA (S23 ULTRA) Cream DS 12+256 GB TPA,SM-S918BZEKTPA,Cream
WHOLE SALE,MOBILE,SAM Lat,S918 (S23 ultra) 12+512GB,S918-SM-CR512DL,SM-S918BZEUTPA (S23 ULTRA) Cream DS 12+512 GB TPA,SM-S918BZEUTPA,Cream
WHOLE SALE,MOBILE,SAM Lat,F731 (Galaxy Z Flip 5) 8+512GB,F731-SM-GN512L,SM-F731BLGKTPA (Galaxy Z Flip 5) Green 8+512GB LATIN,SM-F731BLGKTPA,Green
WHOLE SALE,MOBILE,SAM Lat,F731 (Galaxy Z Flip 5) 8+512GB,F731-SM-LV512L,SM-F731BLIKTPA (Galaxy Z Flip 5) Lavender 8+512GB LATIN,SM-F731BLIKTPA,Lavender
WHOLE SALE,MOBILE,SAM Lat,F731 (Galaxy Z Flip 5) 8+512GB,F731-SM-GP512L,SM-F731BZAKTPA (Galaxy Z Flip 5) Graphite 8+512GB LATIN,SM-F731BZAKTPA,Graphite
WHOLE SALE,MOBILE,SAM Lat,F731 (Galaxy Z Flip 5) 8+512GB,F731-SM-CR512L,SM-F731BZEKTPA(Galaxy Z Flip 5) Cream 8+512GB LATIN,SM-F731BZEKTPA,Cream
WHOLE SALE,MOBILE,SAM Lat,F731 (Galaxy Z Flip 5) 8+256GB,F731-SM-GR256L,SM-F731BZAJTPA (Galaxy Z Flip 5) Graphite 8+256GB LATIN,SM-F731BZAJTPA,GRaphite
WHOLE SALE,MOBILE,SAM Lat,F731 (Galaxy Z Flip 5) 8+256GB,F731-SM-LV256L,SM-F731BLIJTPA (Galaxy Z Flip 5) Lavander 8+256GB LATIN,SM-F731BLIJTPA,Lavender
WHOLE SALE,MOBILE,SAM Lat,F731 (Galaxy Z Flip 5) 8+256GB,F731-SM-GN256L,SM-F731BLGJTPA (Galaxy Z Flip 5) Green 8+256GB LATIN,SM-F731BLGJTPA,Green
WHOLE SALE,MOBILE,SAM Lat,F731 (Galaxy Z Flip 5) 8+256GB,F731-SM-CR256L,SM-F731BZEJTPA (Galaxy Z Flip 5) Cream 8+256GB LATIN,SM-F731BZEJTPA,Cream
WHOLE SALE,MOBILE,SAM Lat,F946 (Galaxy Z Fold 5) 12+512GB,F946-SM-BL512DL,SM-F946BLBKTPA (Galaxy Z Fold 5) Polar Blue 12+512GB DS LATIN,SM-F946BLBKTPA,Polar Blue
WHOLE SALE,MOBILE,SAM Lat,F946 (Galaxy Z Fold 5) 12+512GB,F946-SM-CR512DL,SM-F946BZEKTPA (Galaxy Z Fold 5) Cream 12+512GB DS LATIN,SM-F946BZEKTPA,Cream
WHOLE SALE,MOBILE,SAM Lat,F946 (Galaxy Z Fold 5) 12+512GB,F946-SM-BK512DL,SM-F946BZKKTPA (Galaxy Z Fold 5) Panthom Black 12+512GB DS LATIN,SM-F946BZKKTPA,Panthom Black
WHOLE SALE,MOBILE,SAM Lat,F946 (Galaxy Z Fold 5) 12+256GB,F946-SM-BL256DL,SM-F946BLBJTPA (Galaxy Z Fold 5) Polar Blue 12+256GB DS LATIN,SM-F946BLBJTPA,Polar Blue
WHOLE SALE,MOBILE,SAM Lat,F946 (Galaxy Z Fold 5) 12+256GB,F946-SM-BK256DL,SM-F946BZKJTPA (Galaxy Z Fold 5) Panthom Black 12+256GB DS LATIN,SM-F946BZKJTPA,Panthom Black
WHOLE SALE,MOBILE,SAM Lat,F946 (Galaxy Z Fold 5) 12+256GB,F946-SM-CR256DL,SM-F946BZEJTPA (Galaxy Z Fold 5) Cream 12+256GB DS LATIN,SM-F946BZEJTPA,Cream
ACCESSORY,CASE,SAM Lat,Galaxy Z Fold5 Slim S-pen and case,OF94-S-BKSPNCAS,EF-OF94PCBEGWW Slim S Pen Case Black,EF-OF94PCBEGWW,Black
ACCESSORY,CASE,SAM Lat,Galaxy Z Fold5 Slim S-pen and case,OF94-S-BLSPNCAS,EF-OF94PCLEGWW Slim S Pen Case Blue,EF-OF94PCLEGWW,Blue
ACCESSORY,CASE,SAM Lat,Galaxy Z Fold5 Slim S-pen and case,OF94-S-BGSPNCAS,EF-OF94PCUEGWW Slim S Pen Case Beige,EF-OF94PCUEGWW,Beige
ACCESSORY,CASE,SAM Lat,Galaxy Z Flip5 FlipSuit Case ( Combo with Flip 5),ZF731-S-FLIPCAS,EF-ZF731CTEGWW Flipsuit Case Clear,EF-ZF731CTEGWW,Clear
WHOLE SALE,MOBILE,SAM Lat,A546E (A54 5G) 8+256GB,A546-SM-VL256DL,SM-A546ELVDTPA (A54 5G) VIOLET 8+256GB DS LATIN,SM-A546ELVDTPA,Voilet
WHOLE SALE,MOBILE,SAM Lat,A346M (A34 5G) 6+128GB,A346-SM-VL128DL,SM-A346MLVATPA (A34 5G) VIOLET 6+128GB DS LATIN,SM-A346MLVATPA,Voilet
WHOLE SALE,MOBILE,SAM Lat,A346M (A34 5G) 8+256GB,A346-SM-GN256DL,SM-A346MLGETPA (A34 5G) GREEN 8+256GB DS LATIN,SM-A346MLGETPA,Green
WHOLE SALE,MOBILE,SAM Lat,S918 (S23 ultra) 12+256GB,S918-SPK12-256D,SM-S918BLIKTPA (S23 ULTRA) Pink / Lavender DS 12+256 GB TPA,SM-S918BLIKTPA,PINK
WHOLE SALE,MOBILE,SAM Lat,A546E (A54 5G) 8+256GB,A546-SM-GN256DL,SM-A546ELGDTPA (A54 5G) GREEN 8+256GB DS LATIN,SM-A546ELGDTPA,Green
B2B,MOBILE,SAM Lat,F731 (Galaxy Z Flip 5) 8+256GB B2B,F731-SM-GP256TT,SM-F731UZAATTA (Galaxy Z Flip 5) Graphite 8+256GB LATIN TTA,SM-F731UZAATTA,GRaphite
B2B,MOBILE,SAM Lat,F731 (Galaxy Z Flip 5) 8+256GB B2B,F731-SM-GN256TT,SM-F731ULGATTA (Galaxy Z Flip 5) Green 8+256GB LATIN TTA,SM-F731ULGATTA,Green
ACCESSORY,ACCESSORY,SAM Lat,GALAXY BUDS2 R177,R177-S-BUDS2TT,SM-R177NZTALTA Galaxy Buds2 TITANIUM TPA,SM-R177NZTALTA,TITANIUM
WHOLE SALE,MOBILE,SAM Lat,S918 (S23 ultra) 12+512GB,S918-SM-LV512DL,SM-S918BLIUTPA (S23 ULTRA) Pink / Lavender DS 12+512 GB TPA,SM-S918BLIUTPA,Lavender
ACCESSORY,ACCESSORY,SAM Lat,Galaxy Buds2 Pro R510,R510-S-BUDS2PWT,SM-R510NZWALTA Galaxy Buds2 Pro White,SM-R510NZWALTA,White
ACCESSORY,ACCESSORY,SAM Lat,GALAXY WATCH 6 Classic 47 mm R960,R960-S-WAT6BK47,SM-R960NZKALTA Galaxy Watch 6 Classic 47mm Black,SM-R960NZKALTA,Black
WHOLE SALE,MOBILE,SAM Lat,S711 (S23 FE) 8+256GB (Combo Adopter + Case),S711-SM-GN256DL,SM-S711BLGKTPA (S23 FE) MINT DS 8+256GB TPA,SM-S711BLGKTPA,Green/Mint
WHOLE SALE,MOBILE,SAM Lat,S711 (S23 FE) 8+256GB (Combo Adopter + Case),S711-SM-GR256DL,SM-S711BZAKTPA (S23 FE) GRAPHITE DS 8+256GB TPA,SM-S711BZAKTPA,Graphite
WHOLE SALE,MOBILE,SAM Lat,S711 (S23 FE) 8+256GB (Combo Adopter + Case),S711-SM-PR256DL,SM-S711BZPKTPA (S23 FE) PURPLE DS 8+256GB TPA,SM-S711BZPKTPA,Purple
WHOLE SALE,MOBILE,SAM Lat,S711 (S23 FE) 8+256GB (Combo Adopter + Case),S711-SM-CR256DL,SM-S711BZWKTPA (S23 FE) CREAM DS 8+256GB TPA,SM-S711BZWKTPA,Cream
ACCESSORY,ACCESSORY,SAM Lat,25W PD Power Adaptor (Combo with S23 FE),T2510-S-25WADPT,EP-T2510NBTGTW 25W PD Power Adaptor,EP-T2510NBTGTW,Black
ACCESSORY,CASE,SAM Lat,S23 FE Smart View Wallet Case (Combo with S23 FE),ZS711-SM-CASE,EF-ZS711CBEGWW  (S23 FE) Smart View Wallet Case,EF-ZS711CBEGWW,Clear
WHOLE SALE,TABLET,SAM Lat,TAB X510 (Galaxy Tab S9 FE) WIFI 8+256GB / Without Cover / Should be with Keyboard,X510-SM-SL256WF,SM-X510NZSETPA (Galaxy Tab S9 FE) WIFI 8+256GB SILVER Latin,SM-X510NZSETPA,Silver
WHOLE SALE,TABLET,SAM Lat,TAB X510 (Galaxy Tab S9 FE) WIFI 8+256GB / Without Cover / Should be with Keyboard,X510-SM-GR256WF,SM-X510NZAETPA (Galaxy Tab S9 FE) WIFI 8+256GB GRAY Latin,SM-X510NZAETPA,Gray
WHOLE SALE,TABLET,SAM Lat,TAB X710 (Galaxy Tab S9) WIFI COMBO W/KBD 12+256GB GRAY Latin,X710-SM-BG256WF,SM-X710NZEHTPA  (Galaxy Tab S9) WIFI with key boad 12+256GB BEIGE Latin,SM-X710NZEHTPA,BEige
WHOLE SALE,TABLET,SAM Lat,TAB X710 (Galaxy Tab S9) WIFI COMBO W/KBD 12+256GB GRAY Latin,X710-SM-GR256WF,SM-X710NZAHTPA  (Galaxy Tab S9) WIFI with key boad 12+256GB GRAY Latin,SM-X710NZAHTPA,Gray
ACCESSORY,CASE,SAM Lat,Tab S9 Book Cover Keyboard (Combo with X510) - $120 ($100 Case + $20 X510),DX715-S-KBCV-S9,"EF-DX715UBEGWW Tab S9 Book Cover Keyboard, black",EF-DX715UBEGWW,Black
WHOLE SALE,MOBILE,SAM Lat,F946 (Galaxy Z Fold 5) 12+512GB,F946-SM-CR512GT,SM-F946BZEKGTO (Galaxy Z Fold 5) Cream 12+512GB DS LATIN,SM-F946BZEKGTO,Cream
WHOLE SALE,MOBILE,SAM Lat,F946 (Galaxy Z Fold 5) 12+512GB,F946-SM-BK512GT,SM-F946BZKKGTO (Galaxy Z Fold 5) Panthom Black 12+512GB DS LATIN,SM-F946BZKKGTO,Black
WHOLE SALE,MOBILE,SAM Lat,A055 (Galaxy A05) 4+128GB,A055-SM-BK128DL,SM-A055MZKGTPA (Galaxy A05) BLACK 4+128GB DS LATIN,SM-A055MZKGTPA,Black
